cancer_type,n_samples,peak_rank,peak_wavenumber,peak_intensity,peak_prominence,band_assignment,metabolite,metabolite_peak_cm1,delta_cm1,vibration_mode,sers_correlation
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Methyl-beta-D-Ribofuranoside,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.5207
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Methyl 2-Hydroxyisobutyrate,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.5066
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),1-Octanol,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.5054
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),"1,2,4,-Trimethylbenzene",997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.5052
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Isoleucine,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.4915
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Arginine,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.4801
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Anisole,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.4789
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Galactosamine,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.4782
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Alanine,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.4733
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),p-Cymene,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.4521
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Fucose,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.4452
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Proline,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.4375
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Methyl alfa-D-Glucopyranoside,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.4239
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),2-Naphthol,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.4076
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Glucose,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.3983
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Hypoxanthine,993.9,5.6,phenylalanine ring breathing (strongest SERS peak),0.3826
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Tryptophan,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.3748
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Betaine,1005.3,5.8,phenylalanine ring breathing (strongest SERS peak),0.3729
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Spermidine,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.3727
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Inosine,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.3547
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Pseudouridine,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.29
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Creatine,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.2687
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),4-Methoxyphenol,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.2682
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Histidine,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.2507
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Cysteine,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.2476
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Glutamic acid,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.2388
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),4-Pyridoxic acid,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.2355
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Uric acid,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.2117
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),1-Hydroxylpyrene,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.1523
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Uracil,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.1449
CRC,300,1,995.68,5.9715687392247725,6.629152340274907,~999 (Phe ring),Xanthine,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.126
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),2-Phenylacetamide,1352.6,0.3,"CH deformation, tryptophan",0.7764
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),Hippuric acid,1354.5,2.2,"CH deformation, tryptophan",0.7642
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),Adenosine,1348.8,3.5,"CH deformation, tryptophan",0.6271
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),Trimethylamine-N-oxide,1354.5,2.2,"CH deformation, tryptophan",0.6203
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),Galactosamine,1354.5,2.2,"CH deformation, tryptophan",0.4782
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),Methyl alfa-D-Glucopyranoside,1354.5,2.2,"CH deformation, tryptophan",0.4239
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),Hypoxanthine,1362.3,10.0,"CH deformation, tryptophan",0.3826
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),Tryptophan,1356.5,4.2,"CH deformation, tryptophan",0.3748
CRC,300,3,1350.42,1.7460599124979372,2.397050875327086,~1352 (CH def/Trp),4-Methoxyphenol,1350.7,1.6,"CH deformation, tryptophan",0.2682
CRC,300,4,446.23,1.1845226331012155,1.0981463963958231,,4-Methoxyphenol,438.5,9.6,unassigned,0.2682
CRC,300,4,446.23,1.1845226331012155,1.0981463963958231,,Creatinine,457.8,9.7,unassigned,0.2278
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),2-Phenylacetamide,1445.2,3.5,CH2 deformation,0.7764
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Hippuric acid,1447.1,1.6,CH2 deformation,0.7642
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Stearic acid,1447.1,1.6,CH2 deformation,0.6944
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Phenylalanine,1445.2,3.5,CH2 deformation,0.6613
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Palmitic acid,1447.1,1.6,CH2 deformation,0.639
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Trimethylamine-N-oxide,1443.2,5.4,CH2 deformation,0.6203
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Benzoic acid,1450.8,2.1,CH2 deformation,0.5997
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Cholesterol,1447.1,1.6,CH2 deformation,0.5898
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Ascorbic acid,1445.2,3.5,CH2 deformation,0.5802
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),3-Hepatanone,1445.2,3.5,CH2 deformation,0.5689
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Leucine,1443.2,5.4,CH2 deformation,0.5365
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Xylonic acid,1445.2,3.5,CH2 deformation,0.5298
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Aspartic acid,1445.2,3.5,CH2 deformation,0.5246
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Methyl-beta-D-Ribofuranoside,1447.1,1.6,CH2 deformation,0.5207
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Acrylic acid,1445.2,3.5,CH2 deformation,0.5162
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Methyl 2-Hydroxyisobutyrate,1445.2,3.5,CH2 deformation,0.5066
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),1-Octanol,1445.2,3.5,CH2 deformation,0.5054
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),"1,2,4,-Trimethylbenzene",1443.2,5.4,CH2 deformation,0.5052
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Isoleucine,1443.2,5.4,CH2 deformation,0.4915
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),O-Acetylcarnitine,1447.1,1.6,CH2 deformation,0.4891
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Arginine,1441.3,7.4,CH2 deformation,0.4801
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Anisole,1445.2,3.5,CH2 deformation,0.4789
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Galactosamine,1447.1,1.6,CH2 deformation,0.4782
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Alanine,1443.2,5.4,CH2 deformation,0.4733
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Xylose,1445.2,3.5,CH2 deformation,0.4721
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),p-Cymene,1443.2,5.4,CH2 deformation,0.4521
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Malic acid,1445.2,3.5,CH2 deformation,0.4468
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Serine,1443.2,5.4,CH2 deformation,0.4454
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Fucose,1443.2,5.4,CH2 deformation,0.4452
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Choline,1450.8,2.1,CH2 deformation,0.4438
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Taurine,1445.2,3.5,CH2 deformation,0.4405
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),cis-Aconitic acid,1447.1,1.6,CH2 deformation,0.4377
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Proline,1443.2,5.4,CH2 deformation,0.4375
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Maleic acid,1450.8,2.1,CH2 deformation,0.4369
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),N-Acetylneuraminic acid,1445.2,3.5,CH2 deformation,0.4292
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Methyl alfa-D-Glucopyranoside,1445.2,3.5,CH2 deformation,0.4239
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),2-Naphthol,1449.0,0.3,CH2 deformation,0.4076
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Threonine,1443.2,5.4,CH2 deformation,0.403
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Glucose,1443.2,5.4,CH2 deformation,0.3983
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Pyrimidine,1445.2,3.5,CH2 deformation,0.3924
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Hypoxanthine,1454.8,6.1,CH2 deformation,0.3826
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Valine,1445.2,3.5,CH2 deformation,0.3775
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Tryptophan,1445.2,3.5,CH2 deformation,0.3748
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Betaine,1448.9,0.2,CH2 deformation,0.3729
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Spermidine,1441.3,7.4,CH2 deformation,0.3727
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Glycine,1441.3,7.4,CH2 deformation,0.3627
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),8-Hydroxy-2-deoxyguanosine,1447.1,1.6,CH2 deformation,0.3611
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),trans-Aconitic acid,1445.2,3.5,CH2 deformation,0.3492
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Methyl DL-2-Aminobutyrate,1447.1,1.6,CH2 deformation,0.3175
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Kynurenine,1449.0,0.3,CH2 deformation,0.3109
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Pseudouridine,1445.2,3.5,CH2 deformation,0.29
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Glycocholic acid,1447.1,1.6,CH2 deformation,0.2839
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Creatine,1441.3,7.4,CH2 deformation,0.2687
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),4-Methoxyphenol,1443.2,5.4,CH2 deformation,0.2682
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Glycogen,1445.2,3.5,CH2 deformation,0.2614
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Histidine,1439.4,9.3,CH2 deformation,0.2507
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Glutamic acid,1443.2,5.4,CH2 deformation,0.2388
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),4-Pyridoxic acid,1441.3,7.4,CH2 deformation,0.2355
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Adenine,1449.0,0.3,CH2 deformation,0.2323
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Uric acid,1443.2,5.4,CH2 deformation,0.2117
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Uracil,1445.2,3.5,CH2 deformation,0.1449
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Tyrosine,1449.0,0.3,CH2 deformation,0.1276
CRC,300,5,1448.74,1.1334173305214856,1.761799827596906,~1449 (CH2 def),Xanthine,1445.2,3.5,CH2 deformation,0.126
CRC,300,6,723.85,0.9181334423551968,1.528784296239786,~724 (Adenine ring),Adenosine,733.6,9.8,"C-N stretch, adenine ring breathing",0.6271
CRC,300,6,723.85,0.9181334423551968,1.528784296239786,~724 (Adenine ring),Choline,718.0,5.8,"C-N stretch, adenine ring breathing",0.4438
CRC,300,6,723.85,0.9181334423551968,1.528784296239786,~724 (Adenine ring),Hypoxanthine,720.1,3.7,"C-N stretch, adenine ring breathing",0.3826
CRC,300,6,723.85,0.9181334423551968,1.528784296239786,~724 (Adenine ring),8-Hydroxy-2-deoxyguanosine,720.1,3.7,"C-N stretch, adenine ring breathing",0.3611
CRC,300,6,723.85,0.9181334423551968,1.528784296239786,~724 (Adenine ring),Kynurenine,725.9,2.1,"C-N stretch, adenine ring breathing",0.3109
CRC,300,6,723.85,0.9181334423551968,1.528784296239786,~724 (Adenine ring),Adenine,729.7,5.9,"C-N stretch, adenine ring breathing",0.2323
CRC,300,6,723.85,0.9181334423551968,1.528784296239786,~724 (Adenine ring),Creatinine,716.2,7.6,"C-N stretch, adenine ring breathing",0.2278
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),Hippuric acid,799.1,4.0,unassigned,0.7642
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),Stearic acid,797.2,2.1,unassigned,0.6944
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),Palmitic acid,797.2,2.1,unassigned,0.639
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),Adenosine,799.1,4.0,unassigned,0.6271
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),Cholesterol,795.3,0.2,unassigned,0.5898
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),O-Acetylcarnitine,797.2,2.1,unassigned,0.4891
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),2-Naphthol,797.2,2.1,unassigned,0.4076
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),Kynurenine,799.1,4.0,unassigned,0.3109
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),Pseudouridine,791.4,3.7,unassigned,0.29
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),4-Pyridoxic acid,793.4,1.8,unassigned,0.2355
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),1-Hydroxylpyrene,795.3,0.2,unassigned,0.1523
CRC,300,7,797.11,0.4982103678154462,1.0924403193976182,~795 (Hippuric),Uracil,791.4,3.7,unassigned,0.1449
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),2-Phenylacetamide,1599.5,2.3,"purine ring, nucleotides",0.7764
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Hippuric acid,1597.5,0.4,"purine ring, nucleotides",0.7642
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Stearic acid,1601.4,4.2,"purine ring, nucleotides",0.6944
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Phenylalanine,1595.6,1.5,"purine ring, nucleotides",0.6613
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Palmitic acid,1595.6,1.5,"purine ring, nucleotides",0.639
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Benzoic acid,1601.2,4.1,"purine ring, nucleotides",0.5997
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Cholesterol,1597.5,0.4,"purine ring, nucleotides",0.5898
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Ascorbic acid,1589.8,7.3,"purine ring, nucleotides",0.5802
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),3-Hepatanone,1593.7,3.5,"purine ring, nucleotides",0.5689
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Leucine,1593.7,3.5,"purine ring, nucleotides",0.5365
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Xylonic acid,1595.6,1.5,"purine ring, nucleotides",0.5298
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Aspartic acid,1595.6,1.5,"purine ring, nucleotides",0.5246
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Methyl-beta-D-Ribofuranoside,1593.7,3.5,"purine ring, nucleotides",0.5207
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Methyl 2-Hydroxyisobutyrate,1593.7,3.5,"purine ring, nucleotides",0.5066
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),1-Octanol,1595.6,1.5,"purine ring, nucleotides",0.5054
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),"1,2,4,-Trimethylbenzene",1595.6,1.5,"purine ring, nucleotides",0.5052
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Isoleucine,1595.6,1.5,"purine ring, nucleotides",0.4915
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Arginine,1595.6,1.5,"purine ring, nucleotides",0.4801
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Galactosamine,1597.5,0.4,"purine ring, nucleotides",0.4782
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Alanine,1593.7,3.5,"purine ring, nucleotides",0.4733
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),p-Cymene,1591.7,5.4,"purine ring, nucleotides",0.4521
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Fucose,1593.7,3.5,"purine ring, nucleotides",0.4452
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Choline,1601.2,4.1,"purine ring, nucleotides",0.4438
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Proline,1595.6,1.5,"purine ring, nucleotides",0.4375
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Maleic acid,1601.2,4.1,"purine ring, nucleotides",0.4369
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Methyl alfa-D-Glucopyranoside,1593.7,3.5,"purine ring, nucleotides",0.4239
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Glucose,1589.8,7.3,"purine ring, nucleotides",0.3983
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Hypoxanthine,1589.8,7.3,"purine ring, nucleotides",0.3826
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Valine,1593.7,3.5,"purine ring, nucleotides",0.3775
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Betaine,1597.3,0.2,"purine ring, nucleotides",0.3729
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Spermidine,1599.5,2.3,"purine ring, nucleotides",0.3727
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Glycine,1591.7,5.4,"purine ring, nucleotides",0.3627
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),8-Hydroxy-2-deoxyguanosine,1593.7,3.5,"purine ring, nucleotides",0.3611
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Sphinganine,1597.5,0.4,"purine ring, nucleotides",0.3324
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Kaempferol,1603.2,6.1,"purine ring, nucleotides",0.3054
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Pseudouridine,1593.7,3.5,"purine ring, nucleotides",0.29
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Glycocholic acid,1597.5,0.4,"purine ring, nucleotides",0.2839
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Glycogen,1601.4,4.2,"purine ring, nucleotides",0.2614
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Cysteine,1597.5,0.4,"purine ring, nucleotides",0.2476
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Glutamic acid,1597.5,0.4,"purine ring, nucleotides",0.2388
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),4-Pyridoxic acid,1605.2,8.1,"purine ring, nucleotides",0.2355
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Creatinine,1595.6,1.5,"purine ring, nucleotides",0.2278
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),1-Hydroxylpyrene,1593.7,3.5,"purine ring, nucleotides",0.1523
CRC,300,8,1597.19,0.4090154546497861,1.0255540571501114,~1597 (C=C/Purine),Tyrosine,1595.6,1.5,"purine ring, nucleotides",0.1276
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),2-Phenylacetamide,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.7764
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Hippuric acid,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.7642
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Stearic acid,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.6944
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Phenylalanine,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.6613
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Palmitic acid,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.639
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Adenosine,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.6271
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Trimethylamine-N-oxide,1001.6,2.1,phenylalanine ring breathing (strongest SERS peak),0.6203
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Benzoic acid,1003.4,3.9,phenylalanine ring breathing (strongest SERS peak),0.5997
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Cholesterol,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.5898
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),3-Hepatanone,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.5689
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Leucine,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.5365
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Aspartic acid,995.8,3.6,phenylalanine ring breathing (strongest SERS peak),0.5246
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Methyl-beta-D-Ribofuranoside,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.5207
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),Methyl 2-Hydroxyisobutyrate,999.7,0.2,phenylalanine ring breathing (strongest SERS peak),0.5066
CPAN,70,1,997.61,4.4724356109108125,5.259950577927751,~999 (Phe ring),1-Octanol,997.8,1.7,phenylalanine ring breathing (strongest SERS peak),0.5054
